,KOC HOLDING,KUNLUN ENERGY,OFFS.OIL ENGR. 'A' (SSC),MIRAE ASSET SECURITIES,FIRST FINANCIAL HOLDING,SINOLINK SECURITIES(SSC) 'A',BUMRUNGRAD HOSPITAL,APOLLO HOSPS.ENTERPRISE,MOUWASAT MEDICAL SVS.,SAMSUNG C&T,YUNNAN ENERGY NEW (SEC) MATERIALS 'A',BIDVEST GROUP,UNITED MICRO ELTN.,COMPAL ELECTRONICS,TOTVS ON,GAMUDA,PROMOTORA Y OPRD. INFRE.,BUDIMEX,AYALA,PHOENIX MILLS,CHINA OVERSEAS LAND INVESTMENT,YTL CORPORATION,GUANGDONG INVESTMENT,METLEN ENERGY & METALS
2020-07-02,17.77,3.587,4.68,6770,20.34,12.68,121,1362.55,47.65,115000,68.25,149.06,16.35,19.95,24.07,3.58,164.37,220,756.051,275.02,25.05,0.784,13.54,7.73
2020-07-03,17.45,3.615,4.75,6800,20.39,13.95,120,1379.8,51.6,112000,68.95,147,16.45,19.8,24.14,3.57,165.03,216.5,745.396,281.75,25.55,0.779,13.52,7.7
2020-07-06,17.72,4.084,4.98,6890,20.65,15.35,120,1410.05,50.5,113000,70.5,144.9,16.65,20.05,24.3,3.6,171.1,221.5,737.646,291.6,26.95,0.784,13.86,7.47
2020-07-07,18.01,3.814,4.94,6900,20.61,15.95,121,1419.25,50.5,110500,76.59,143.75,16.6,20.05,24.46,3.52,170.08,222,727.475,292.85,26,0.784,13.86,7.3
2020-07-08,17.89,3.8,5.04,6960,20.56,17.01,120,1393.85,50,108500,76,143.87,16.65,20.4,24.26,3.52,163.37,218,724.569,293.4,25.55,0.779,14.18,7.38
2020-07-09,17.4,3.999,5.21,6990,20.52,16.48,122,1404,50.5,107000,75.88,142.82,16.45,20.15,25.03,3.5,162.94,225.5,738.131,292.97,25.5,0.784,14.6,7.47
2020-07-10,17.14,4.006,5,6850,20.43,15.66,120.5,1402.45,50,104500,74.1,142,16.45,20,25.01,3.45,161.99,225,721.663,299.8,25.25,0.774,14.44,7.36
2020-07-13,17.64,4.197,5.09,7160,20.43,15.93,117,1431.45,49.3,108000,76.5,149.97,17.05,20.25,24.61,3.45,159.97,224,710.039,296.5,25.1,0.774,14.6,7.48
2020-07-14,17.45,4.048,5.11,7070,20.39,16.31,115.5,1441.75,49,109000,76.82,149,16.8,20.1,24.62,3.36,158.95,223,726.507,287.22,24.95,0.76,14.24,7.55
2020-07-15,17.45,4.013,5,7400,20.52,15.41,118.5,1465.25,49.95,111000,78.1,146.45,16,20.2,24.94,3.41,160.31,228.5,701.321,291.15,24.65,0.755,14.2,7.7
2020-07-16,17.62,3.828,4.82,7570,20.43,14.49,116.5,1436.6,49.75,109500,72.23,145.39,16.6,20,25.08,3.35,155.93,224,716.82,290.2,24.5,0.74,14.08,7.65
2020-07-17,17.63,3.927,4.71,7910,20.52,14.35,118,1499.2,50.4,110000,75.01,142.05,16.4,18.4,25.65,3.39,153.6,216,726.507,292.55,24.3,0.745,13.98,7.69
2020-07-20,17.6,3.942,4.87,7710,20.52,15.23,121,1485.1,50.4,107500,73.9,143.01,16.55,18.5,26.33,3.35,152.09,218,726.507,292.55,24.75,0.76,14.06,7.79
2020-07-21,17.47,3.949,4.84,7980,20.61,14.93,119.5,1500.1,51.5,110000,76.19,144,17.15,18.85,26.21,3.24,154.63,218.5,741.037,292.65,24.9,0.76,13.98,7.54
2020-07-22,17.4,4.318,5.1,8040,20.88,14.85,118,1481.15,51.3,111000,76.58,140.9,17.5,18.85,26.24,3.4,159.96,220,722.632,290.55,24.15,0.755,13.6,7.75
2020-07-23,17.58,4.389,4.95,7720,20.79,14.85,118,1531.3,50.8,108000,77.3,138.79,19.25,18.75,26.17,3.55,160.51,220,726.507,292.57,24.1,0.745,13.34,7.55
2020-07-24,17.45,4.624,4.8,7530,20.65,13.63,114.5,1512.05,51,106000,69.57,137.7,19.75,18.45,26.3,3.45,159.92,221.5,718.758,294.07,23.6,0.721,13.04,7.66
2020-07-27,17.47,4.616,4.77,7540,20.43,14,114.5,1508.35,51.8,106500,66.8,137.58,21.7,18.35,26.18,3.55,162.43,222.5,687.76,294.57,23.4,0.706,13.08,7.78
2020-07-28,16.9,4.56,4.75,7540,20.56,13.92,114.5,1599.2,54.5,108500,69.58,137.9,22.25,18.3,25.89,3.56,160.85,222,699.384,291.87,23.3,0.711,12.9,7.94
2020-07-29,16.65,4.517,4.79,7560,20.92,14.56,113.5,1641.3,54.5,110500,71.15,140.89,22.4,18.25,26.03,3.63,160.7,236,700.353,297.5,23.4,0.755,12.78,8.03
2020-07-30,16.17,4.609,4.77,7460,21.14,14.27,111,1716.15,54.5,108000,73.99,137.39,22.2,18.45,26.06,3.56,164.13,228,703.743,307.07,23.35,0.755,12.78,7.85
2020-07-31,16.17,4.602,4.81,7890,20.96,14.43,114.5,1674.6,54.5,106000,79.86,131.92,22.35,18.65,25.77,3.56,163.38,233,703.743,308.5,23.6,0.755,12.52,7.84
2020-08-03,16.17,4.609,4.88,8020,20.74,14.86,113.5,1574.35,54.5,104000,79.86,127.24,23.8,18.35,25.77,3.45,165.93,239.5,678.073,302.97,23.4,0.726,12.4,7.82
2020-08-04,16,4.616,4.91,8540,20.83,14.72,110.5,1653.95,54.5,105000,81.8,135.11,24.55,18.45,25.88,3.41,162.92,237.5,682.917,298.3,23.45,0.711,12.3,7.95
2020-08-05,15.78,4.758,4.96,8960,21.05,14.72,110.5,1676.25,53.1,106000,81.75,141.57,24.9,18.6,25.94,3.4,169.33,246.5,678.073,303.42,23.35,0.711,12.3,8.08
2020-08-06,14.8,4.68,4.92,8840,21.23,15.18,109,1693.45,53.4,108500,83,139.75,26.6,18.75,28.75,3.45,166.21,244.5,697.447,309.07,23.1,0.721,12.26,8.15
2020-08-07,15,4.609,4.83,8810,20.17,14.48,111.5,1743.2,54.3,106500,83.2,139.89,25.6,18.7,28.71,3.41,167.3,236,679.042,301,22.9,0.711,12.3,8.09
2020-08-10,14.7,4.503,4.89,9490,20.17,14.38,111,1785.15,55.6,109500,83.18,139.89,25.3,19,26.58,3.41,168.28,231.5,707.133,300,22.95,0.702,12.26,7.7
2020-08-11,15.17,4.631,4.84,9430,20.04,13.91,111.5,1750.75,55.9,110500,81.99,142,25,18.8,27.44,3.42,174.18,238,724.569,303.1,23.25,0.702,12.36,7.84
2020-08-12,15.25,4.624,4.87,9380,19.95,13.91,111.5,1707,54.1,119500,77.81,143.78,23.95,18.65,27.93,3.37,169.4,235,715.852,299.07,23.25,0.697,13.34,8.1
2020-08-13,15,4.709,4.92,9480,19.99,13.87,114.5,1725.1,55,126500,78.05,143.94,23.75,18.6,27.82,3.49,167.31,236,729.413,299.35,23.4,0.702,13.34,7.9
2020-08-14,14.8,4.574,4.91,9150,19.81,14.06,114.5,1707.35,55.5,124000,80.29,142.29,23.55,18.65,27.7,3.42,172.57,236,726.022,316.02,23.65,0.692,13.28,7.76
2020-08-17,14.81,4.56,4.97,9150,19.99,14.96,113.5,1704.4,54.4,124000,80.08,140,24.15,18.7,26.93,3.38,178.24,231.5,736.194,316.17,23.4,0.702,13.02,7.82
2020-08-18,15.19,4.581,5,9020,19.99,14.86,116,1697.15,54.8,116500,79.58,143,24.1,18.75,27.93,3.38,174.28,233.5,738.131,323.1,23.4,0.687,13.46,7.82
2020-08-19,15.72,4.531,4.97,9270,19.95,14.54,112.5,1685,56,120500,75.78,147.64,23.4,18.6,27.63,3.3,172.19,230,711.976,322.32,23.45,0.668,13.12,7.74
2020-08-20,15.47,4.517,4.92,8890,19.53,14.24,110.5,1693.2,55.5,114500,73.88,144.21,21.8,18.35,27.47,3.3,165.55,235,707.133,324.55,23.1,0.668,12.94,7.72
2020-08-21,15.7,4.496,4.91,9230,19.72,14.46,112.5,1677.5,55.6,115500,74.5,144.86,21.8,18.4,28.03,3.32,167.85,234.5,707.133,346.97,23.25,0.677,13,7.78
2020-08-24,16.02,4.602,5.01,9320,19.53,14.52,112.5,1690.55,57.3,117000,76.74,148.93,22.6,18.45,27.74,3.3,163.89,230,719.726,362.62,23.45,0.668,12.82,7.75
2020-08-25,15.8,4.567,4.95,9690,19.58,14.64,111.5,1664.45,58.2,118000,78.2,145.52,22.15,18.8,27.77,3.32,170.85,224.5,709.071,325.55,22.95,0.668,12.82,7.77
2020-08-26,15.7,4.247,5.06,9560,19.58,14.04,110.5,1651.2,58.4,115000,79.35,142.36,22.35,18.95,28.03,3.39,166.68,231,695.025,324.95,23.2,0.677,12.58,7.94
2020-08-27,15.82,3.935,5,9360,19.44,14.17,111.5,1650,57.3,111000,79.37,142.34,21.95,18.9,28.14,3.36,162.89,228,711.976,322.52,22.85,0.682,12.6,7.77
2020-08-28,15.46,4.048,4.95,9490,19.58,15.15,112.5,1661.95,57.7,112500,80.5,141.25,21.9,18.85,28.73,3.4,164.14,228.5,710.524,325.27,22.85,0.648,12.54,7.82
2020-08-31,14.9,4.105,4.92,9300,19.44,15.56,110.5,1634.55,59.9,108000,78.21,136.11,21.2,18.5,28.79,3.4,162.68,234.5,710.524,322.42,22.45,0.648,12.1,7.89
2020-09-01,15.07,3.999,4.87,9590,19.35,15.45,109.5,1670.85,59.9,110500,83.4,139.71,21.9,18.85,28.78,3.35,172.61,234.5,687.76,325.95,21.8,0.673,11.92,7.96
2020-09-02,14.86,3.849,4.85,9770,19.17,15.34,108.5,1698.65,59.8,108500,86.45,139.5,21.7,19.6,29.78,3.42,167.49,236,670.324,329.42,21.65,0.673,11.9,8.05
2020-09-03,14.7,3.778,4.82,9720,19.12,15.11,110.5,1698.95,59.9,109500,87.2,137.96,21.55,19.25,28.05,3.4,166.34,231,678.073,331.85,21.45,0.677,12.02,8.05
2020-09-04,14.77,3.743,4.78,9450,18.94,15.26,110.5,1649.9,59.5,107500,85.92,133.83,21.45,19.2,27.54,3.39,165.56,231.5,668.386,324.57,21.55,0.677,12.1,7.9
2020-09-07,14.91,3.75,4.72,9600,19.08,14.55,110.5,1649.25,59.3,109000,83,133.2,23.55,19.1,27.54,3.45,165.61,226.5,680.01,317.87,21.25,0.668,12.18,8.06
2020-09-08,14.76,3.693,4.76,9440,19.17,14.9,110,1651.65,59.4,111000,81.9,139.92,22.7,19.2,27.63,3.56,157.03,219,695.509,314.85,21.45,0.677,12.68,8.1
2020-09-09,14.84,3.665,4.75,9100,19.12,14.51,108,1606.45,60,108000,78.01,150.13,23.7,19,28.81,3.5,158.05,224,693.572,311.47,21.35,0.629,12.68,8.2
2020-09-10,14.9,3.7,4.62,9120,19.12,14.16,110.5,1608.9,61.6,108500,77.37,148.24,23.35,19.1,28.17,3.6,158.33,226.5,678.073,307.25,21.25,0.648,12.74,8.71
2020-09-11,14.88,3.686,4.61,9350,19.12,14.03,109,1611.8,64.2,113000,80.1,143.71,23,19.15,27.58,3.38,159.11,224,678.073,306.2,21.2,0.634,12.88,8.75
2020-09-14,14.85,3.757,4.63,9330,19.12,14.11,107.5,1623.7,65.1,114000,85.42,152.24,23.9,19.15,28.78,3.41,164.32,226,678.073,319.35,21.2,0.634,12.86,8.93
2020-09-15,14.83,3.707,4.64,9280,19.21,14.13,105.5,1672.85,65,113500,86.95,148.7,25.3,19.45,28.93,3.45,165.34,220,682.917,315.65,21.35,0.648,13,8.8
2020-09-16,14.78,3.778,4.66,9180,19.26,13.99,108,1688.9,64,111000,89.25,148.85,25.7,19.35,29.08,3.45,165.34,211,676.135,316.9,21.2,0.648,12.54,8.7
2020-09-17,14.78,3.935,4.63,9120,19.08,13.9,107.5,1777.1,66,109000,89.51,145.68,25.75,19.4,28.3,3.53,159.97,221,692.603,315.45,20.85,0.648,12.78,8.96
2020-09-18,14.66,3.814,4.68,9200,19.12,15.29,108.5,1828.45,64.4,109500,89.98,144.1,25.8,19.7,28.23,3.5,157.95,235,697.447,318.6,20.35,0.677,12.68,8.91
2020-09-21,14,3.686,4.69,8870,18.94,15.29,108,1831.55,62.6,108500,90.15,136.33,25.15,19.35,27.99,3.5,154.5,222,695.509,298.12,20.1,0.658,12.5,8.67
2020-09-22,13.81,3.714,4.61,8510,18.71,15.29,106,1789.15,61.6,105500,88.2,135.5,25.1,19.1,28.33,3.5,151.95,229.5,697.447,294.17,19.74,0.673,12.76,8.73
2020-09-23,14.12,3.736,4.6,8700,18.48,15.29,106,1817.8,61.6,105500,89.5,135.15,26,19.15,27.04,3.36,155.14,226,692.603,284.32,19.64,0.658,12.6,8.8
2020-09-24,14.53,3.658,4.53,8370,18.21,15.29,106,1947.65,63.2,102000,86.32,135.15,25.95,18.8,27.91,3.26,152.86,234,678.557,274.17,19.68,0.644,12.7,8.74
2020-09-25,14.54,3.565,4.52,8350,18.44,15.29,104.5,2027.65,62,102500,86,134.5,25,18.9,28.24,3.25,155.05,240,670.808,276.9,19.28,0.644,12.76,8.88
2020-09-28,14.3,3.579,4.54,8430,18.85,15.29,104.5,2059.9,63.4,104500,86.63,137.42,27.5,19.3,27.26,3.39,155.83,245,663.543,282.8,19.38,0.658,12.6,8.99
2020-09-29,14.34,3.629,4.53,8480,18.85,15.29,100,2085.2,62.2,105000,91.41,136.28,27.5,19.35,27.17,3.48,154.81,242,664.511,285.57,19.14,0.644,12.28,9.13
2020-09-30,14.67,3.608,4.51,8480,18.8,15.29,95.25,2148.05,62.5,105000,91.47,138.11,28.55,19.05,27.03,3.49,156.37,245,667.418,291.35,19.4,0.653,12.26,9.16
2020-10-01,14.85,3.608,4.51,8480,18.8,15.29,97,2089.75,63,105000,91.47,141.46,28.55,19.05,27.44,3.47,150.69,246,671.292,299.97,19.4,0.653,12.26,9.32
2020-10-02,14.81,3.608,4.51,8480,18.8,15.29,97,2089.75,61.8,105000,91.47,145.5,28.55,19.05,26.98,3.41,150.95,247,687.76,299.97,19.4,0.644,12.26,9.25
2020-10-05,14.9,3.608,4.51,8460,18.89,15.29,97.25,2126.75,62.5,105000,91.47,140,28.7,18.9,26.93,3.52,154.08,258.5,697.447,301.37,19.34,0.639,12.38,9.6
2020-10-06,14.72,3.7,4.51,8450,19.08,15.29,97,2125.8,64.2,104000,91.47,136.9,28.35,19,26.63,3.55,153.82,251.5,695.509,301.17,19.66,0.648,12.32,9.54
2020-10-07,14.5,3.651,4.51,8420,18.94,15.29,99,2173.1,65,105000,91.47,137.12,29.5,18.9,26.88,3.49,153.68,262.5,693.572,290.07,19.78,0.634,12.36,9.86
2020-10-08,14.38,3.714,4.51,8710,19.03,15.29,100,2248.65,71,104500,91.47,140.43,32.2,18.85,27.37,3.57,152.89,250,696.478,289.47,19.78,0.658,12.3,9.9
2020-10-09,14.71,3.608,4.56,8710,19.03,15.29,97,2277.1,69.5,104500,98.6,138.8,32.2,18.85,26.93,3.5,153.8,248,688.244,282.22,19.9,0.663,12.26,9.95
2020-10-12,14.84,3.672,4.65,8940,18.99,15.29,96,2273.65,69,105000,100,140,32.05,18.7,26.93,3.5,154.47,247.5,684.854,282.45,20.25,0.687,12.42,9.64
2020-10-13,14.8,3.672,4.62,8770,18.89,15.73,96,2254.45,70,105500,100.13,135.55,31.55,18.7,27.77,3.59,153.51,250,678.073,282.22,20.25,0.697,12.42,9.88
2020-10-14,15.18,3.629,4.61,8590,18.85,15.55,95.5,2227.7,68.8,104000,100.7,133.13,32.2,18.95,28.28,3.5,152.64,248.5,677.104,287.4,19.9,0.682,12.7,9.9
2020-10-15,14.99,3.544,4.54,8540,18.71,15.26,95.25,2182.6,68.8,102500,99.8,133.5,31.55,18.7,28.37,3.5,151.43,242.5,674.683,281.57,19.42,0.692,12.54,9.46
2020-10-16,15.25,3.551,4.53,8490,18.57,15.77,94,2210.55,68.6,102000,98.1,131.85,30.65,18.55,28.81,3.5,148.75,236,668.386,282.6,19.58,0.697,12.32,9.49
2020-10-19,15.49,3.629,4.5,8540,18.62,15.39,94,2212.1,68.5,103000,97.09,132.71,31,18.55,28.81,3.46,149.39,236,683.885,286.37,19.68,0.716,12.4,9.65
2020-10-20,15.54,3.722,4.47,8540,18.53,15.64,92.25,2212.25,70,102500,98.39,135,31.2,18.6,28.5,3.46,150.93,249.5,680.495,284.9,19.52,0.745,12.32,9.73
2020-10-21,15.46,3.622,4.46,8660,18.48,15.94,93.75,2149.5,70,104000,95.96,133.48,31.35,18.5,28.75,3.4,151.5,244,709.071,283.8,19.58,0.74,12.06,9.64
2020-10-22,15.16,3.693,4.44,8700,18.67,16.3,95.5,2101.7,70,104500,96.86,137.96,33,18.5,28.94,3.37,150.41,244,720.695,279.3,19.72,0.789,11.88,9.57
2020-10-23,14.97,3.764,4.43,8800,18.57,15.84,95.5,2075,68.1,104000,94.5,147.84,32.75,18.6,28.38,3.42,149.84,240.5,750.723,282,19.62,0.774,11.88,9.75
2020-10-26,14.51,3.764,4.39,8580,18.67,15,92.25,2052.3,66.1,118000,96.5,146.33,33,18.65,28.2,3.4,147.17,239.5,742.006,283.25,19.62,0.789,11.88,9.57
2020-10-27,14.62,3.757,4.35,8450,18.67,15.14,93.25,2118.65,65,115500,98.44,145.5,33.5,18.6,28.43,3.41,145.2,238.5,736.194,280.32,19.12,0.79,11.54,9.81
2020-10-28,14.3,3.7,4.31,8510,18.57,15.37,93.5,2079.3,64.5,113000,98,136.7,32.65,18.75,27.43,3.43,141.42,230,736.194,288.27,19.08,0.75,11.22,9.81
2020-10-29,14.3,3.651,4.28,8530,18.44,15.54,92.25,2085.85,64,111000,98.49,132.75,32.95,18.95,28.43,3.43,140.36,236.5,721.663,289.52,19.2,0.75,11.1,9.24
2020-10-30,14.16,3.551,4.23,8370,18.35,14.94,91,2119.45,65,110500,99.8,133.26,30.7,18.6,26.93,3.33,138.96,234,739.1,288.1,19.4,0.725,11.48,9.38
2020-11-02,14.37,3.565,4.15,8650,18.71,15.3,91.5,2069.3,65.9,112000,102.4,130,29.65,18.65,26.93,3.28,138.96,236,739.1,282.27,19.46,0.705,12,9.35
2020-11-03,14.7,3.714,4.3,8770,18.85,15.75,92.25,2111.35,66,112500,98.5,134.28,29.8,18.75,27.62,3.36,141.99,240,726.507,277.5,19.48,0.715,12.08,9.4
2020-11-04,14.99,3.828,4.3,8810,18.76,15.64,92.25,2103.6,67.1,114000,97.39,138.38,31.65,18.7,28.53,3.45,144.2,248,741.037,275.77,19.32,0.72,12.06,9.65
2020-11-05,15.2,3.892,4.35,8940,19.03,16.51,94,2122.6,67.3,116500,105,140.54,30.55,18.85,30.42,3.6,148.33,252.5,770.097,274.97,19.94,0.76,12.46,9.64
2020-11-06,15.52,3.885,4.33,8880,19.12,18.16,93.75,2085.9,67.1,115000,104.66,137.92,30.5,18.9,30.99,3.69,147.92,254,779.784,275.92,20.25,0.78,12.58,9.77
2020-11-09,16.32,4.084,4.41,9100,19.26,18.47,96.25,2084.4,67,115000,103.1,150.01,31.8,18.95,29.3,3.7,154.75,258,764.285,280.5,20.25,0.775,12.64,10.14
2020-11-10,16.79,4.212,4.53,9060,19.63,17.16,109,2033.4,68.2,116500,105,159.68,31,19.1,27.3,3.72,157.94,257,813.688,301.67,20.85,0.795,12.9,9.98
2020-11-11,18.1,4.325,4.5,9580,19.9,16.54,110,2195.35,65,123000,104,171.15,31,19.35,27.69,3.72,163.94,257,842.748,299.55,21.85,0.76,13.38,9.8
2020-11-12,18.39,4.276,4.49,9440,19.58,16.36,106.5,2110.45,64.2,120500,106,160.01,31.1,19.1,27.28,3.71,156.72,252.5,842.748,301.52,21.05,0.75,13.06,9.85
2020-11-13,18.92,4.212,4.4,9450,19.67,16.28,106.5,2265.8,64.1,120500,107.1,155,31.3,19.1,28.13,3.69,160.13,253,817.562,311,20.75,0.74,13.22,9.9
2020-11-16,18.68,4.339,4.55,9550,19.81,16.03,106.5,2284.65,63.9,124000,106.35,154.42,32.2,19.4,27.44,3.71,160.13,248.5,807.875,306.27,19.7,0.73,13.8,10.15
2020-11-17,17.72,4.311,4.62,9470,19.81,16.74,105,2307.35,61.8,124000,102,162.83,32.15,19.4,27.08,3.7,164.56,252,821.437,316.55,19.32,0.74,13.74,10.18
2020-11-18,18.2,4.439,4.6,9440,19.95,16.64,107,2288.7,62.5,123000,100.37,161.92,32.35,19.55,27.37,3.7,169.9,253,838.389,328.17,19.38,0.74,13.42,10.54
2020-11-19,19.15,4.56,4.58,9450,19.85,16.97,107.5,2299.05,62.9,122500,102.19,162.3,32.1,19.5,27.23,3.62,164.68,250,823.375,324.42,19,0.73,13.36,10.3
2020-11-20,19.5,4.432,4.65,9440,19.76,17.04,114,2349.6,63.5,121000,103.4,160.6,33.05,19.55,27.1,3.72,167,250,828.218,328.67,18.28,0.73,13.14,10.36
2020-11-23,19.12,4.446,4.75,9730,19.76,17.9,123.5,2375.35,64,122500,101.1,157.94,36.35,19.7,26.74,3.72,168.98,256,813.688,327.35,17.64,0.72,13.3,10.38
2020-11-24,19.06,4.361,4.83,9780,19.67,17.48,115,2313.35,63.6,125500,103,161,38.15,19.6,26.26,3.61,169.81,250,805.938,326.27,17.96,0.675,12.94,10.41
2020-11-25,18.73,4.41,4.84,9940,19.67,17.42,121,2241.5,63.4,123500,99.28,163.7,38.45,19.55,26.37,3.53,172.27,258,815.625,328.5,18.5,0.675,12.88,10.42
2020-11-26,19.14,4.41,4.77,10050,19.67,17.81,128.5,2304.35,63.5,122500,97.39,167.17,39.5,19.55,27.15,3.67,165.73,262,798.673,328.7,18.78,0.65,13.04,10.68
2020-11-27,18.68,4.375,4.78,9970,19.58,18.45,126.5,2347.9,65.5,122500,96.6,170,39.15,19.25,27.6,3.67,161.69,270,797.704,341.27,19.4,0.65,12.94,10.8
2020-11-30,17.64,4.148,4.67,9480,19.49,17.99,124.5,2347.9,64.5,120500,96.52,163.15,40.5,19.3,26.68,3.57,161.35,274.5,797.704,341.27,18.86,0.645,12.88,10.9
2020-12-01,18.33,4.261,4.71,10100,19.58,18.66,132.5,2463,64.6,121500,96.4,173.71,41.55,19.3,25.7,3.71,162.31,256,804.001,344.62,19.06,0.68,12.88,10.97
2020-12-02,18.45,4.197,4.66,10100,19.53,19.21,132,2411.55,64.8,122000,98,167.11,41.45,19.35,25.63,3.71,169.43,268,822.406,383.97,19.3,0.68,12.7,11.07
2020-12-03,18.69,4.204,4.7,10150,19.44,18.78,129,2389.9,64.7,122000,103.13,163.23,43.3,19.45,25.26,3.72,169.42,268,833.061,378.1,19.08,0.705,12.66,11.2
2020-12-04,18.49,4.19,4.66,10350,19.53,17.73,128.5,2434.65,64,123500,105.7,165.28,47.6,19.55,26.05,3.79,175.14,271,837.42,372.85,18.6,0.685,12.5,11.54
2020-12-07,18.53,4.183,4.58,10050,19.49,17.57,128.5,2432.7,64.9,123000,107.06,165.12,50,20.1,25.78,3.78,172.65,271,833.061,366.52,18.54,0.685,12.38,11.55
2020-12-08,18.62,4.204,4.55,9990,19.08,17.76,127.5,2450.45,63.7,124000,108,165.75,50.9,20.35,26.31,3.75,171.75,282,833.061,378.12,17.8,0.675,12.32,11.5
2020-12-09,18.85,4.141,4.45,10150,18.85,16.67,126.5,2442.7,64.7,124500,108.59,164.5,49.9,20.5,25.67,3.81,174.24,278,794.314,379.67,17.64,0.685,12.34,11.4
2020-12-10,18.8,4.084,4.42,10000,18.85,16.77,126.5,2393.05,63.7,125000,109.5,162.9,47.3,20.5,26.02,3.87,177.25,281.5,813.688,379.45,17.5,0.7,12.28,11.41
2020-12-11,19.05,4.148,4.45,10000,19.08,16.49,126.5,2359.9,64.3,131500,107.78,164.39,46.1,20.45,25.27,3.86,179.54,278.5,818.531,382.95,17.56,0.75,12.38,11.57
2020-12-14,19.54,4.204,4.31,9660,18.89,16.29,122.5,2356.8,64.2,130000,115.6,164.36,46.15,20.6,25.68,3.85,178.59,278,817.562,385.87,17.9,0.755,12.54,11.75
2020-12-15,19.52,4.283,4.24,9700,18.85,16.72,123,2355.2,64,128500,120.7,167.21,44,20.5,26.04,3.76,174.24,289.5,815.625,385.7,17.52,0.785,12.42,11.68
2020-12-16,19.91,4.354,4.27,9680,18.99,16.5,123,2389.7,64.1,128500,125,167.21,44.9,20.85,26.81,3.88,178.44,290,822.406,385.72,17.72,0.805,12.38,11.65
2020-12-17,19.89,4.474,4.44,9630,18.94,17.1,122.5,2404.5,64.1,127500,127,163.32,46.05,21,28.25,3.85,175.43,288,813.688,387,17.86,0.81,12.6,11.6
2020-12-18,20,4.531,4.48,9560,18.99,16.83,120,2387.75,64,129000,126.69,164.03,45.85,20.7,28.15,3.76,179.3,289.5,800.126,386.82,17.9,0.8,12.74,11.67
2020-12-21,19.39,4.616,4.4,9600,19.03,16.9,116,2335.45,64.5,127500,132.5,157.51,47.45,20.5,28.03,3.86,168.96,292,808.844,359.55,17.42,0.795,12.64,11.36
2020-12-22,19.68,4.567,4.28,9440,18.94,15.49,115.5,2408.35,64.6,132500,139,158.5,45.7,20.45,27.59,3.82,165.04,294,811.75,364.55,17.24,0.765,14.12,11.65
2020-12-23,19.84,5.071,4.38,9570,18.94,15.56,117.5,2433.8,64.8,137000,136.38,157.96,46.1,20.3,27.74,3.8,167.03,290.5,806.907,367.72,17.16,0.775,13.82,11.63
2020-12-24,19.97,4.915,4.44,9630,18.94,15.03,117.5,2413.05,65,139000,137.8,157.75,46.55,20.4,27.74,3.77,169.75,290.5,806.907,371.5,17.3,0.77,13.94,11.63
2020-12-25,19.9,4.915,4.41,9630,19.03,15.27,126,2413.05,64.9,139000,138.21,157.75,46.75,20.6,27.74,3.77,169.75,290.5,806.907,371.5,17.3,0.77,13.94,11.63
2020-12-28,20,4.9,4.33,9490,19.03,15.2,122.5,2388.8,66.8,140000,139.25,156.06,48.6,20.8,28.06,3.8,171.07,302.5,787.533,368.9,17.2,0.785,14.2,11.71
2020-12-29,20.62,4.837,4.4,9290,19.12,15.39,122.5,2376.5,67.7,136500,136.37,156.25,47.4,20.95,27.99,3.83,173.86,308,801.095,378.12,16.82,0.775,14.42,11.67
2020-12-30,20.94,4.837,4.37,9440,19.53,15.66,120,2396.35,68.6,138000,139,157.7,48.3,20.9,28.65,3.85,179.94,307.5,801.095,381.52,16.44,0.775,14.4,11.7
2020-12-31,21.12,4.758,4.49,9440,19.53,16.27,120,2412.8,69,138000,141.78,157.02,47.15,20.7,28.65,3.89,175.63,307.5,801.095,387.27,16.86,0.765,13.96,11.9
2021-01-01,21.12,4.758,4.49,9440,19.53,16.27,120,2414.85,66.5,138000,141.78,157.02,47.15,20.7,28.65,3.89,175.63,307.5,801.095,392.72,16.86,0.765,13.96,11.9
2021-01-04,21.2,4.972,4.56,9500,19.31,16.23,120,2409.25,69.1,144000,155,155.26,45.55,20.8,27.69,3.73,178.33,317.5,809.813,386.8,16.5,0.72,14.2,12.39
2021-01-05,21.14,5.071,4.47,9900,19.44,17.53,123,2509.45,68,144500,165.45,150.81,46.35,21.55,27.56,3.69,173.99,316.5,795.283,381.92,15.8,0.705,14.08,12.46
2021-01-06,21.14,5.135,4.52,9870,19.21,16.94,119.5,2502.15,68.1,139500,162.8,154.14,46.95,21.05,26.27,3.6,170.47,316.5,770.097,383.67,15.2,0.695,13.74,12.46
2021-01-07,21.1,5.227,4.51,10000,19.44,16.94,123,2508.55,70.6,145000,164.5,154.52,46.2,21,26.19,3.62,177.19,311.5,802.063,376.55,15.38,0.69,14.06,12.48
2021-01-08,21.52,5.44,4.49,10150,19.67,16.38,128.5,2553.5,72.5,151000,152,157.36,47.85,21.5,27.93,3.7,174.39,305.5,808.36,395.3,15.62,0.67,14.5,12.29
2021-01-11,21.8,5.305,4.42,10500,19.67,16.34,127.5,2550.55,73,150500,136.8,156.44,50,21.8,27.88,3.6,173.49,304,813.688,411.27,16.46,0.69,14.34,12.24
