,KOC HOLDING,KUNLUN ENERGY,OFFS.OIL ENGR. 'A' (SSC),MIRAE ASSET SECURITIES,FIRST FINANCIAL HOLDING,SINOLINK SECURITIES(SSC) 'A',BUMRUNGRAD HOSPITAL,APOLLO HOSPS.ENTERPRISE,MOUWASAT MEDICAL SVS.,SAMSUNG C&T,YUNNAN ENERGY NEW (SEC) MATERIALS 'A',BIDVEST GROUP,UNITED MICRO ELTN.,COMPAL ELECTRONICS,TOTVS ON,GAMUDA,PROMOTORA Y OPRD. INFRE.,BUDIMEX,AYALA,PHOENIX MILLS,CHINA OVERSEAS LAND INVESTMENT,YTL CORPORATION,GUANGDONG INVESTMENT,METLEN ENERGY & METALS
2022-05-19,38.44,6.56,4.15,7840,23.84,8.09,173,3631.8,110.2,116000,219.1,202.51,50.8,22.9,26.78,3.57,154.59,225,658.699,510.57,23.85,0.575,10.08,15.52
2022-05-20,38.06,6.67,4.21,7970,24.21,8.21,174.5,3668,110.5,116500,222.68,202.09,50.7,22.6,26.91,3.59,156.57,222,659.184,547.2,24.05,0.6,10.02,15.87
2022-05-23,39,6.75,4.24,7970,24.26,8.24,175,3716.95,108.5,117500,215.56,203.58,50.3,22.2,27.06,3.62,157.52,228.5,658.699,551.5,23.7,0.61,10.06,16
2022-05-24,38.5,6.66,4.13,7940,24.49,7.97,172.5,3631.65,104,115000,208.06,198.25,49,22.2,26.17,3.52,158.74,225,660,564.3,23.3,0.605,9.9,16.5
2022-05-25,39.78,6.69,4.3,7950,24.35,8.02,173,3524.3,103.3,116500,207.4,194.46,49.35,22.6,26.54,3.48,151.51,225.5,660.5,550.65,23.3,0.595,9.82,16.85
2022-05-26,40.02,6.7,4.34,7920,24.26,8.16,173.5,3662.8,102.1,115500,206.8,202.33,49.4,22.5,27.49,3.5,144.15,224,660.5,552.25,23.15,0.595,9.89,17.14
2022-05-27,39.38,6.75,4.38,8010,24.54,8.13,171.5,3861.75,101.6,117000,211.83,209.5,50.2,22.8,27.76,3.58,137.37,225.5,679.5,559.2,23.1,0.6,9.9,17.12
2022-05-30,40.74,6.57,4.41,8090,24.9,8.09,172,3891.95,106.9,120500,216.98,212.26,51,22.95,27.82,3.6,139.22,222,701,567.97,22.9,0.585,9.89,16.69
2022-05-31,40.98,6.76,4.46,8160,25.27,8.21,174.5,3979.3,109,121000,217.76,218.15,51.4,23,28.37,3.56,135.17,221,697,583.45,22.8,0.64,9.9,16.6
2022-06-01,41.1,6.54,4.47,8160,24.49,8.17,175,3839,107.4,121000,220,218.97,51.2,23.05,28.94,3.54,142.33,214,700,573.47,23.6,0.625,9.93,16.85
2022-06-02,41.44,6.56,4.43,7850,24.4,8.25,173.5,3645.25,105.5,119000,224.73,217.83,50.7,23.1,29.37,3.54,140.94,220,700,573.65,23.05,0.625,9.84,16.9
2022-06-03,41.08,6.56,4.43,7840,24.4,8.25,173.5,3588.8,106.4,119000,224.73,216.79,50.7,23.1,28.98,3.54,143.74,224,695,572.55,23.05,0.62,9.84,16.99
2022-06-06,42.16,6.52,4.44,7840,24.35,8.39,176,3633.7,108.5,119000,234.41,216.16,52,23.2,28.9,3.54,141.27,217.5,661.5,554.6,22.3,0.62,9.8,16.99
2022-06-07,41.44,6.61,4.45,7690,24.44,8.47,175,3609.3,107.5,116500,235.63,214.33,51.7,23,28.04,3.52,139.13,214.5,678.5,559.97,22.7,0.615,9.68,16.79
2022-06-08,39.72,6.62,4.54,7670,24.44,8.58,176,3636.2,107.6,118000,235.82,212.78,52.4,23.2,28.09,3.6,138.76,212.5,694,565.22,22.3,0.61,9.54,16.93
2022-06-09,39.32,6.61,4.57,7660,24.4,8.51,178,3670.05,105.4,117500,230.76,216.08,51.8,23,27.51,3.54,138.98,216.5,671,552.37,22.75,0.61,9.53,16.96
2022-06-10,38.32,6.58,4.51,7610,24.21,8.85,175,3700.5,103.4,116500,231.1,212.23,51.2,23,26.23,3.52,137.12,212,655,559.8,22.1,0.605,9.56,16.08
2022-06-13,39.1,6.44,4.48,7260,24.21,8.71,173,3651.9,102.3,113500,232,209.46,50,23,24.68,3.42,138.51,207,642,555.5,21.5,0.58,9.5,16.08
2022-06-14,39.54,6.42,4.56,7230,24.49,9.18,173,3706.2,105.5,113500,230.19,210.99,49.6,22.8,25,3.38,141.62,210,642,560.4,21.55,0.59,9.41,14.89
2022-06-15,39.98,6.35,4.49,6940,24.4,9.72,175,3722.7,106.6,111000,225.79,217.42,49.65,22.85,25.36,3.38,143.93,210,630,535.75,22.35,0.58,9.15,15.04
2022-06-16,38.64,6.09,4.37,6960,24.4,9.2,172,3663.65,110.6,111500,229.5,217.42,49.1,22.75,25.36,3.4,142.79,210,638.5,532.72,21.9,0.57,9.06,14.48
2022-06-17,38.54,6.12,4.35,6840,23.89,9.09,173.5,3701.25,108.7,112500,239.9,210.71,47.65,22.55,24.41,3.6,143.12,208,640,542.3,21.75,0.59,8.99,14.45
2022-06-20,38.9,6.06,4.27,6700,23.84,9.03,175,3811.7,107,109500,242.15,215.34,48.05,22.35,23.2,3.38,142.57,219,642,542.17,23.7,0.575,9.03,14.58
2022-06-21,39.8,6.15,4.24,6750,24.4,9.09,175,3808.2,109.5,112000,248.99,216.11,49.3,22.95,24.03,3.5,144.12,222,630,552.27,24,0.58,8.93,15.2
2022-06-22,41.04,6.1,4.16,6560,24.3,8.84,174.5,3787.75,107,110000,254.05,213.74,44.1,22.7,23.76,3.35,145.81,232,629,557.42,23.45,0.57,8.72,14.9
2022-06-23,40.66,6.09,4.17,6510,24.26,9.08,176,3850.5,110,108500,263.27,214.79,42,22.85,24.08,3.4,144.48,221.5,601,569.72,23.35,0.57,8.8,14.94
2022-06-24,40.9,6.27,4.15,6830,24.4,9.12,177.5,3838.4,108.3,111500,261.87,215.93,41.6,22.75,23.98,3.4,145.81,217,625,563.2,23.15,0.59,8.86,14.53
2022-06-27,40.48,6.19,4.16,6830,24.44,9.07,178.5,3794.5,108.5,113500,258.08,214.21,42.9,22.8,24.26,3.39,147.03,228,626,567.17,23.9,0.585,8.33,14
2022-06-28,39.88,6.48,4.2,6810,24.44,9.16,180,3837.35,108.3,117000,258.47,214.57,41.85,22.9,23.78,3.42,147.09,230,629.5,594.67,24.25,0.575,8.46,14.4
2022-06-29,37.12,6.38,4.16,6730,24.35,9,180,3713,108,122000,252.22,214.39,40.9,22.55,23.27,3.42,148.59,232,628,604.67,24.15,0.58,8.48,14.2
2022-06-30,36.6,6.43,4.15,6620,24.21,9,179,3683.5,106.5,123000,250.45,209.59,39.15,22.75,23.26,3.58,147.31,230,600,591.85,24.8,0.585,8.3,14
2022-07-01,36.72,6.43,4.14,6660,23.84,8.84,180,3736.15,107,122500,246.5,205.67,38.05,22.4,23.55,3.55,147.26,233.5,625,593.72,24.8,0.575,8.3,13.77
2022-07-04,36.18,6.37,4.16,6830,23.93,8.92,181,3770.1,107.9,121500,251.94,211.49,38.15,22.3,23.39,3.55,146.74,235.5,610,589.02,25.05,0.575,8.35,13.28
2022-07-05,36,6.47,4.16,6790,23.98,8.83,183.5,3817.4,107.7,122000,256.07,205.37,38.9,22.15,24.3,3.58,145.83,231.5,620,588.95,24.6,0.58,8.36,12.8
2022-07-06,36.12,6.25,4.12,6460,23.66,8.74,185,3883.5,112.5,112000,253.7,207.58,37.15,21.4,25.24,3.51,145.82,229,650,591,24.5,0.575,8.3,12.99
2022-07-07,35.76,6.3,4.11,6400,23.61,8.72,188,3915.25,112.5,114500,251.52,213.23,39.85,21.65,25.69,3.55,146.17,235,654,617,24.4,0.58,8.32,13.69
2022-07-08,35.62,6.4,4.11,6470,23.56,8.7,188.5,3936.15,112.5,114000,241.92,215.57,39.7,21.9,24.92,3.59,146.96,229,643,609.6,24.9,0.575,8.52,13.68
2022-07-11,35.62,6.22,4.11,6390,23.38,8.66,188.5,3933.25,112.5,113000,231.95,213.75,38.6,21.9,24.04,3.59,148.05,234,644,631.97,24.15,0.575,8.36,13.65
2022-07-12,35.62,6.19,4.11,6160,22.64,8.71,188,3929.7,112.5,114500,230,215.05,36.75,21.85,23.69,3.59,144.69,226,620,616.17,24,0.575,8.43,13.53
2022-07-13,34.88,6.02,4.12,6200,23.38,8.85,188,3868.3,111.8,113500,229.08,210.03,38.05,22.25,23.61,3.56,140.19,230,604,612.42,23.3,0.56,8.3,13.65
2022-07-14,33.86,6.03,4.09,6100,23.29,8.74,188,3898.05,113.5,113000,239,209.83,38.8,22,23.24,3.59,141.45,230,605,609.55,23.1,0.54,8.29,13.3
2022-07-15,33.86,5.86,4.04,6000,22.83,8.45,188.5,3931.7,116,113000,237,213.32,38.95,21.85,23.26,3.58,139.82,228,575.5,603.12,22.2,0.545,7.98,13.12
2022-07-18,34.3,6.04,4.13,6440,23.15,8.69,178.5,3947.1,114.5,114500,229.8,215.76,40,21.9,23.39,3.64,144.16,233.5,599.5,620.65,23.05,0.55,8.09,13.18
2022-07-19,34.82,5.99,4.15,6310,23.15,8.74,180.5,4020.2,120,115500,225.23,217.48,39.9,21.95,24.67,3.62,144.24,229.5,610,623.95,22.8,0.545,8,13.2
2022-07-20,35.26,6.03,4.16,6440,23.1,8.78,180,4110.25,120,115500,222.16,215.92,40.75,22.1,25.88,3.62,141.33,232,610,601.82,22.2,0.55,7.98,13.63
2022-07-21,35.34,5.97,4.15,6480,23.56,8.69,179,4150.05,121,118000,217,221.18,42.8,22.4,26.37,3.65,142.22,232,604,605,21.35,0.55,7.88,14.14
2022-07-22,36,5.96,4.15,6480,23.8,8.6,178.5,4125.3,123.4,117000,216.68,223.46,42.45,22.7,25.89,3.69,143.72,232,608,621.85,21.45,0.56,7.84,14.5
2022-07-25,36.18,5.89,4.15,6500,24.03,8.48,178.5,4189.9,122.4,117500,219.01,215.8,40.5,22.8,25.85,3.7,142.98,233,600,621.32,21.95,0.555,7.9,14.76
2022-07-26,36.12,5.97,4.18,6480,23.93,8.5,181.5,4110.2,124.4,118000,224.93,215.5,38.6,22.6,25.08,3.68,142.5,234.5,600,605.45,22.75,0.555,7.79,14.84
2022-07-27,36.2,5.98,4.18,6470,24.35,8.44,182,4125.6,123.8,117500,223.47,214.08,39.45,22.95,26.14,3.67,143.84,247,600,607.25,22.15,0.56,7.64,14.73
2022-07-28,35.72,6.03,4.19,6460,24.72,8.55,182,4190.5,122.9,120000,216.97,214.83,38.8,23.05,26.38,3.73,145.2,251,620,620.02,22.2,0.57,7.66,14.87
2022-07-29,36.8,5.78,4.22,6590,24.95,8.49,182,4212.3,126.1,120500,213.98,213.78,40.15,22.8,26.37,3.75,147.04,253,620,627,21.65,0.57,7.65,15.05
2022-08-01,37.76,5.78,4.24,6540,24.95,8.43,184.5,4288.1,128.2,119000,223.07,214.96,40.3,23.1,26.2,3.74,147,254,639,624.75,21.25,0.56,7.73,15.14
2022-08-02,38.12,5.6,4.2,6460,24.9,8.05,184,4325.9,126.6,119000,223,207.67,39.1,22.95,26.41,3.72,146.45,253.5,660,634.6,20.9,0.56,7.49,15.06
2022-08-03,38.52,5.62,4.15,6470,24.9,8,185,4310.05,128.3,118500,219.66,210.32,39.3,23.1,27.17,3.76,146.96,274,668.5,631.7,20.55,0.55,7.39,15.12
2022-08-04,38.9,5.57,4.15,6500,24.08,8.07,183.5,4395.8,127.3,118500,213.5,210.56,40,22.85,27.6,3.79,146.28,266,692.5,640.5,20.75,0.56,7.48,15
2022-08-05,39.46,5.6,4.18,6650,24.18,8.3,182,4374.1,125.1,118500,215.55,211.38,42.15,22.95,26.96,3.74,144.56,269,697,650.07,21,0.555,7.56,14.47
2022-08-08,40.36,5.6,4.17,6610,23.99,8.3,180,4427.35,126.5,121500,213.01,215.9,41.05,23.1,28.22,3.79,143.44,254,715,653.65,20.95,0.56,7.73,14.85
2022-08-09,40.18,5.56,4.18,6600,24.41,8.29,181.5,4427.35,127.7,122500,212.91,215.9,41.05,23.1,28.1,3.75,144.82,254,708,653.65,20.75,0.555,7.62,14.82
2022-08-10,41.14,5.44,4.16,6620,24.79,8.29,182,4517.15,129,123500,208.66,218.9,40.3,23,30.21,3.77,144.87,256,707,631.72,20.15,0.555,7.48,15.06
2022-08-11,41.5,5.77,4.23,6740,25.26,8.68,190,4429.65,127,124000,213.39,222.52,41.7,23.25,29.81,3.82,145.81,260,720,636.35,19.96,0.565,7.63,15.5
2022-08-12,41.3,5.73,4.31,6780,25.12,8.75,190,4312.75,121,124000,212.92,225.82,42.35,23.05,30.54,3.82,148.11,258,733,656.17,19.88,0.565,7.68,15.83
2022-08-15,40.56,5.63,4.27,6780,25.07,8.64,188.5,4312.75,115.6,124000,215.8,223.99,43.5,22.45,30.22,3.81,146.25,258,750,656.17,19.5,0.565,7.6,15.83
2022-08-16,43.08,5.73,4.24,6710,25.03,8.61,189.5,4349.4,117.6,123000,223,225.12,43.05,22.5,29.59,3.85,148.56,256,770,682.27,20.2,0.555,7.68,16.24
2022-08-17,44.72,5.65,4.26,6770,25.26,8.79,193.5,4305.75,119.5,121500,218.98,227.85,42.85,22.6,30.07,3.82,149.19,265,775,667.77,19.98,0.56,7.71,16.37
2022-08-18,46.8,5.65,4.22,6730,25.26,8.78,186.5,4266.65,117.4,120500,206.87,229.22,42.5,22.75,31.08,3.78,148.98,257,770,684.67,19.4,0.555,7.75,16.15
2022-08-19,46.44,5.78,4.24,6650,25.26,8.7,194.5,4135.35,119.4,120000,197.9,225.95,43,22.9,30.8,3.71,151.53,245,770,694.9,19.8,0.565,7.76,16.1
2022-08-22,46.4,5.81,4.29,6560,25.07,8.69,194.5,4024.9,118.1,121000,205.75,226.64,41.85,23.15,30.1,3.72,147.58,255,736.5,697.12,19.9,0.555,7.65,16.19
2022-08-23,48.22,5.92,4.45,6430,24.65,8.72,214,4070.95,120.8,119000,206.6,226.19,40.8,22.9,30.48,3.75,148.6,250.5,719.5,663.25,19.5,0.565,7.46,15.9
2022-08-24,46.5,6.36,4.42,6530,24.74,8.54,211,4210.75,118.5,123000,201.8,225.6,40.9,22.95,30.91,3.75,146.51,241,730,684.82,19.8,0.565,7.2,15.9
2022-08-25,47.4,6.76,4.55,6570,25.03,8.73,219,4168.8,119.5,123500,201.75,222.33,41.4,23.15,30.93,3.79,148.83,250,732,711.27,20.75,0.57,7.27,16.22
2022-08-26,47,6.9,4.56,6610,25.12,8.61,216,4215.25,119.1,122500,200.01,224.34,41.3,23,29.49,3.81,148.14,264,720,698.82,21.35,0.58,7.32,16.32
2022-08-29,46.42,6.87,4.67,6480,24.84,8.66,215,4251.5,120,119000,195.99,223.08,39.95,22.65,29.54,3.73,146.35,251,720,710.5,21.05,0.58,7.24,15.74
2022-08-30,46.42,6.85,4.63,6600,24.84,8.7,215,4322.9,119.1,119500,193.8,219.52,40.4,22.7,28.97,3.82,144.62,254.5,707,703.25,21.15,0.59,7.1,15.45
2022-08-31,45.62,6.85,4.49,6560,25.03,8.64,216,4322.9,120.9,120500,193,214.95,41.1,22.75,28.55,3.82,141.61,252.5,702,703.25,21.2,0.59,7.2,15.62
2022-09-01,44.36,6.79,4.52,6480,24.79,8.46,216,4277.15,122.5,117000,194.18,216.35,40.45,22.65,28.59,3.82,143.01,245.5,733,694.25,21.45,0.585,7.11,15.25
2022-09-02,46.2,6.62,4.63,6470,24.65,8.51,217,4312.35,125.2,116000,190,217.7,40.5,22.4,28.97,3.85,142.91,243,739,694.82,20.95,0.585,7.09,15.23
2022-09-05,50.15,6.72,4.76,6540,24.93,8.57,215,4282.55,120.8,115000,189.41,219.93,39.8,22.55,29.09,3.89,145.39,250,718.5,694.52,21.35,0.58,7,14.4
2022-09-06,49.06,6.63,4.75,6510,25.07,8.65,216,4415.5,116.5,115500,189.32,220,39.95,22.75,28.18,4.01,142.12,250.5,721,702.45,22.1,0.575,6.96,14.35
2022-09-07,49.1,6.57,4.74,6390,24.7,8.56,218,4376.5,110.1,114000,192.9,215.17,39.2,22.45,28.18,3.95,138.12,246,705,693.12,22.45,0.575,7.1,14.45
2022-09-08,49.92,6.51,4.71,6860,24.93,8.5,225,4414.8,109.5,116000,185.22,217.97,39.3,23,28.76,3.98,138.64,247,724,697.17,22,0.58,7,14.47
2022-09-09,51.1,6.61,4.67,6860,24.93,8.65,224,4460.35,109.7,116000,188.2,221.9,39.3,23,29.26,3.98,140.09,246,717,697.95,22.9,0.585,7.13,14.47
2022-09-12,54.05,6.61,4.67,6860,25.26,8.65,227,4481.6,110.8,116000,188.2,223,40.15,23,29.5,3.94,136.99,244,733,705.27,22.9,0.585,7.13,14.7
2022-09-13,49.8,6.53,4.68,6710,25.21,8.61,231,4490.1,112,117500,187.75,217.85,40.75,23.15,29.42,3.95,137.55,226.5,740,711.62,22.8,0.585,7.13,14.84
2022-09-14,50.1,6.37,4.65,6590,24.88,8.45,225,4427.6,110.5,115000,181.78,217.76,40.15,22.55,29.85,3.89,137.53,235,730,707.62,22.35,0.58,6.97,14.57
2022-09-15,49.22,6.33,4.63,6530,24.93,8.4,227,4341.85,111.5,114500,178.02,222.18,40.4,22.8,29.29,3.95,138.64,232,748,688.77,23.25,0.575,6.88,14.64
2022-09-16,49,6.32,4.51,6600,25.36,8.03,219,4279.75,107.4,113000,176.18,220.38,39.95,22.5,29.69,3.95,138.64,221,731.5,676.1,22.55,0.575,6.93,14.34
2022-09-19,46.82,6.35,4.48,6620,25.07,8.05,225,4308.2,104.1,112000,177.8,219.26,39.95,22.6,29.66,3.95,140.68,235,703,682.95,22.15,0.575,7.02,14.47
2022-09-20,48.02,6.38,4.56,6660,24.98,8.03,226,4559.35,102.7,113500,181.92,221.13,40.15,22.7,29.69,3.98,141.38,235,703,696.45,22.1,0.575,7.11,14.35
2022-09-21,49.02,6.25,4.67,6620,25.21,8.02,227,4604.8,99.5,112500,179,220.89,39.6,22.25,30,3.95,140.32,234,698,713.62,21.85,0.57,7.03,14.36
2022-09-22,49.36,6.18,4.66,6450,24.98,7.97,230,4608.9,99.5,111500,176.63,216.53,38.75,22.05,29.93,4,138.81,229,700,714.72,21.6,0.57,6.99,14.08
2022-09-23,48.5,6.05,4.66,6310,25.12,7.92,225,4418.45,96.6,108500,178.66,212.36,38.3,22.1,29.57,3.96,140.4,226,696,696.57,21.35,0.565,6.83,13.7
2022-09-26,47.6,5.89,4.45,6090,24.74,7.84,226,4282.7,95.1,105500,186.31,212.54,36.85,21.9,28.5,3.96,139.95,228,696,670.82,21.45,0.56,6.55,13.47
2022-09-27,47.7,5.85,4.46,6080,25.07,7.91,225,4242.95,97,107000,187.01,214.3,37.3,21.8,28.73,3.88,138.8,235,670,668.5,21.75,0.57,6.6,13.67
2022-09-28,46.42,5.74,4.43,6030,24.84,7.77,227,4268.95,99.7,104000,179.14,208.08,36.2,21.7,29.21,3.85,139.72,234,647,667.52,21,0.565,6.19,13.56
2022-09-29,45.38,5.7,4.41,6090,24.84,7.65,224,4391.7,99,105500,183.45,198.77,36.55,21.75,28.57,3.85,140.49,219,644,663.15,20.45,0.56,6.31,13.9
2022-09-30,45.4,5.67,4.45,5980,24.51,7.64,227,4383.4,101.3,103500,174.12,196.54,35.75,21.7,29.35,3.93,137.16,230,616,699.55,20.45,0.58,6.29,13.99
2022-10-03,49.4,5.64,4.45,5980,24.18,7.64,222,4365.2,102.9,103500,174.12,194.97,35.35,21.45,30.95,3.9,138.11,233,616,694.32,21.45,0.565,6.13,14.6
2022-10-04,50.05,5.64,4.45,6030,24.08,7.64,229,4404.4,103.9,107000,174.12,197,37.7,21.7,31.13,3.91,137.29,235,645,687.47,21.45,0.565,6.13,14.94
2022-10-05,50.1,5.92,4.45,6110,23.99,7.64,229,4404.4,107.5,106500,174.12,196.32,38.3,21.7,31.31,3.96,133.01,231.5,636,687.47,21.7,0.56,6.39,14.9
2022-10-06,52.1,5.88,4.45,6130,24.32,7.64,233,4390.5,107.2,109000,174.12,199.52,38.95,21.7,31.16,3.98,132,239.5,629,708.9,21.55,0.565,6.26,14.79
2022-10-07,52.65,5.86,4.45,6200,24.04,7.64,233,4394.1,103.5,110500,174.12,201.75,38.05,21.6,31.2,3.95,132.03,237.5,630,725.82,20.9,0.565,6,14.6
2022-10-10,52.6,5.6,4.56,6200,24.04,7.62,233,4340.6,106.3,110500,167.44,200.78,38.05,21.6,31.44,3.95,132.95,232.5,610,718.92,21.15,0.565,5.78,14.7
2022-10-11,52.2,5.6,4.54,6100,23.56,7.71,228,4275.55,107,109500,174.21,201.2,35.4,21.35,30.3,3.97,132.96,242,596.5,696.8,21,0.555,5.74,14.55
2022-10-12,49.9,5.44,4.53,6230,23.71,7.87,230,4287.05,110,108000,176.58,199.7,36.7,21.5,30.3,3.99,132.9,240.5,610,696.05,20.45,0.56,5.7,14.81
2022-10-13,50.5,5.57,4.47,6130,23.14,7.83,230,4266.05,108.6,107000,176.5,197.84,36.4,21.7,30.12,3.95,131.72,239,597,698.37,19.86,0.565,5.7,14.9
2022-10-14,51.4,5.62,4.54,6190,23.05,7.9,230,4297.15,108.9,110500,175.76,197.61,38.7,21.4,29.8,3.9,132.61,244,608,680.92,20.4,0.555,5.81,15.31
2022-10-17,56.25,5.45,4.58,6190,22.62,7.94,235,4290.85,109.9,111000,172.6,204.42,37.75,21.25,31,3.7,132.29,238,610,674.3,19.94,0.55,5.83,15.89
2022-10-18,55.35,5.5,4.52,6320,22.67,7.9,233,4366,112.5,111000,173.9,204.24,38.25,21.15,31.65,3.73,134.56,237.5,649,711.72,20,0.555,6.14,15.98
2022-10-19,56.35,5.52,4.42,6330,22.39,7.9,228,4388.75,114.4,108500,172.7,205.64,38.2,21.05,31.58,3.65,137.1,232,653,685.97,20.15,0.56,6.5,16.04
2022-10-20,55.85,5.46,4.46,6230,22.39,7.93,230,4322.5,114.9,110500,163.65,207.41,39.5,21.05,31.59,3.67,139.43,229,649.5,695.9,19.98,0.58,6.49,16.2
2022-10-21,56.85,5.64,4.5,6100,22.76,7.94,229,4389.05,115,109500,160.51,206.66,39.05,20.85,31.31,3.75,140.94,222.5,659,715.57,20.45,0.57,6.49,16.4
2022-10-24,57.4,5.42,4.59,6200,23.09,7.88,229,4410.15,113.3,111000,156,207.71,39.4,20.75,31.1,3.75,140.55,234,652,710.7,18.32,0.57,6.33,16.76
2022-10-25,57.95,5.36,4.54,6120,23.33,7.84,232,4404.05,111.4,110000,159.35,209.26,39.45,20.75,30.06,3.83,140.46,230,640,691.6,17.32,0.565,6.3,16.75
2022-10-26,56.45,5.38,4.57,6100,23.42,7.9,228,4404.05,110,112000,158.8,209.87,38.1,20.55,29.42,3.85,143.22,238,650,691.6,16.72,0.57,6.32,16.7
2022-10-27,55,5.2,4.69,6360,23.19,7.93,228,4431.85,111.4,119000,153.42,211.68,39.25,20.6,30.76,3.93,144.22,238,670,732.37,16.62,0.575,6.26,16.72
2022-10-28,54.5,5.02,4.55,6400,23.14,7.75,225,4567,111,118000,149,214.46,38.3,20.75,31.72,3.84,147.08,236.5,667,715.5,15.76,0.57,6.09,16.72
2022-10-31,55.6,4.69,4.7,6350,23.33,7.89,227,4517.5,109.5,118500,148.04,212.48,39.1,21.1,33.16,3.85,149.04,240,667,713.92,14.98,0.565,4.95,16.98
2022-11-01,56.35,5.04,4.86,6450,23.47,8.1,226,4511.35,109.7,120000,156.85,213.68,39.05,20.9,32.11,3.81,151.14,240,667,730.12,15.14,0.565,5.55,16.61
2022-11-02,56.7,5.1,5.1,6400,23.33,8.07,227,4383.1,109.3,119000,162.99,212.42,39.35,21.15,32.11,3.74,151.14,246,656,727.22,15.18,0.565,5.56,16.94
2022-11-03,57.55,5.04,5.27,6230,23.14,8.05,224,4395,105.5,121000,158.2,209.17,39,20.9,32.33,3.67,153.74,238,645.5,766.45,14.7,0.565,5.62,16.82
2022-11-04,59.85,5.19,5.2,6420,23.52,8.17,224,4362.6,102.6,120500,170.2,212.6,38.9,21.3,32.41,3.7,155.36,250,626,770.07,15.98,0.57,6.02,17.01
2022-11-07,62.95,5.47,5.36,6470,23.52,8.15,221,4363.8,99,120500,174.98,213.71,40.05,21.45,31.83,3.75,159.72,252.5,657,772.95,16.48,0.57,6.28,17.08
2022-11-08,63.65,5.3,5.35,6510,23.66,8.13,221,4363.8,93.3,121500,174.55,214.26,40.15,21.45,32.1,3.66,161.08,245,651,772.95,16.28,0.575,6.33,16.99
2022-11-09,62.35,5.24,5.29,6640,23.85,8.12,224,4361.2,91.2,122000,168.11,216.41,41.45,21.8,33.39,3.65,161.61,250.5,669,766.05,16.72,0.575,6.28,17.01
2022-11-10,64,5.12,5.21,6580,23.71,8.45,233,4285.45,90.6,121500,162.85,221.47,41.65,21.75,31.57,3.7,162.55,249,659,764.5,16.46,0.54,6.03,17.06
2022-11-11,62.3,5.24,5.2,6810,24.41,8.75,239,4421.4,92,123000,165.8,215.24,44,22.05,31.16,3.75,168.04,249,675,759.27,18.4,0.545,6.48,16.99
2022-11-14,63.2,5.35,5.2,6800,24.32,8.76,229,4556.7,92.5,122500,160,216.25,44.9,22,32.66,3.73,166.47,242.5,671,756.97,20.05,0.55,6.81,16.99
2022-11-15,63.9,5.6,5.51,6810,24.41,9.18,229,4611.95,94.1,123000,163.31,216.15,46.6,21.95,32.66,3.7,162.87,250,687,754.25,20.3,0.54,7.05,16.98
2022-11-16,63.5,5.66,5.43,6810,24.22,8.92,229,4479.25,96.3,124500,158.81,215.95,45.25,21.7,30.27,3.58,171.02,253,670,738.57,19.96,0.54,7.29,16.94
2022-11-17,61.3,5.49,5.49,6570,24.08,9.01,213,4400.3,95,120000,155,217.77,45.6,21.6,29.49,3.63,170.07,254,668,740.22,20,0.54,7.44,16.85
2022-11-18,62.95,5.49,5.52,6530,23.85,8.88,212,4399.15,96,121500,153.71,217.85,45.6,21.65,29.51,3.63,171.24,258.5,665.5,744.05,19.2,0.54,7.37,16.94
2022-11-21,65.8,5.43,5.37,6460,23.89,8.69,217,4418.85,96.2,122500,155.74,216.52,45.65,21.1,30.38,3.65,171.24,250,670,732.25,18.96,0.54,7.24,17.06
2022-11-22,68.2,5.48,5.52,6410,23.85,8.67,220,4469.8,94,122500,140.17,217.84,46.1,20.9,29.48,3.68,165.13,256,656,715.57,18.98,0.54,7.19,17.16
2022-11-23,68.35,5.33,5.45,6420,23.99,8.58,220,4605.2,94,119500,130.36,220.72,46.1,21.05,29.2,3.77,170.26,253,675,719.62,19.34,0.54,7.26,17.29
2022-11-24,68.6,5.42,5.49,6620,24.13,8.57,220,4815.05,95.5,120000,134.28,221.63,46.2,21.85,30.46,3.9,169.26,261,695,722.75,19.98,0.55,7.5,17.49
2022-11-25,70.4,5.5,5.57,6590,24.41,8.67,218,4789.45,95,119500,128.59,226.41,45.8,21.6,28.85,3.86,166.72,263.5,695,722.12,20.5,0.555,7.36,17.77
2022-11-28,70.95,5.43,5.55,6470,24.37,8.76,217,4721.85,97,119500,129.3,226.37,44.4,21.75,28.87,3.86,168.54,268.5,700,723.52,19.84,0.555,7.05,17.62
2022-11-29,70.8,5.73,5.67,6630,24.7,9.03,219,4719.2,95.9,121000,122.55,223.99,44.65,21.5,29.21,3.84,167.84,270,696,722.57,21.35,0.565,7.08,17.89
2022-11-30,70.6,6,5.72,6650,24.7,9.04,227,4726.4,94.2,122000,124.42,232.22,45.8,21.65,30.86,3.98,170.24,271.5,696,729.22,21.1,0.575,7.16,17.94
2022-12-01,71.35,5.94,5.7,6780,24.7,9.36,219,4775.7,96.5,121500,130.17,222.73,45.6,21.55,29.44,3.95,173.85,271.5,715,723.87,20.45,0.585,7.17,18.04
2022-12-02,68.85,5.64,5.74,6510,24.37,9.19,218,4871.45,95.8,117500,133.4,222.22,45.5,21.55,30.2,3.92,176.63,279.5,694,746.12,20.25,0.585,6.89,18
